"","FinalID","OriginalTraitValue","ConTemp","Kelvin","Tref","B0","T0","Th","E","Tm","Eh","Tpk"
"4938","MTD3635",0.5603307401,19.164804,292.314804,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4939","MTD3635",0.5603469801,19.108383,292.258383,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4940","MTD3635",0.7101220201,18.254011,291.404011,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4941","MTD3635",0.7353506201,18.160204,291.310204,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4942","MTD3635",0.7623161201,17.868937,291.018937,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4943","MTD3635",0.7657683201,17.549248,290.699248,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4944","MTD3635",0.7204328201,17.454803,290.604803,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4945","MTD3635",0.7423282701,17.26693,290.41693,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4946","MTD3635",0.7726377201,17.032114,290.182114,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4947","MTD3635",0.8111905201,17.34278,290.49278,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4948","MTD3635",0.8230108201,17.136007,290.286007,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4949","MTD3635",0.8565992201,17.183329,290.333329,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4950","MTD3635",0.8498300801,17.352531,290.502531,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4951","MTD3635",0.8665985201,17.465525,290.615525,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4952","MTD3635",0.8901604901,17.324684,290.474684,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4953","MTD3635",0.8835213701,17.042519,290.192519,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4954","MTD3635",0.9137523201,17.080406,290.230406,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4955","MTD3635",0.9305099201,17.231012,290.381012,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4956","MTD3635",0.9170231201,17.39075,290.54075,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4957","MTD3635",0.9422137201,17.428593,290.578593,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4958","MTD3635",0.9724446201,17.46648,290.61648,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4959","MTD3635",1.0009737201,17.57958,290.72958,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4960","MTD3635",0.9891751901,17.711123,290.861123,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4961","MTD3635",0.9522320201,17.644966,290.794966,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4962","MTD3635",0.8984391201,17.74792,290.89792,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4963","MTD3635",0.9404578201,17.691877,290.841877,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4964","MTD3635",0.9857499201,17.936777,291.086777,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4965","MTD3635",0.9823437201,18.096607,291.246607,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4966","MTD3635",0.9991149201,18.200197,291.350197,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4967","MTD3635",1.0326924801,18.285131,291.435131,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4968","MTD3635",1.0210076201,18.021729,291.171729,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4969","MTD3635",1.0664054601,17.89989,291.04989,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4970","MTD3635",1.0814207201,18.266766,291.416766,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4971","MTD3635",1.1452670601,18.257938,291.407938,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4972","MTD3635",1.1536025201,18.483698,291.633698,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4973","MTD3635",1.1317883601,18.389465,291.539465,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4974","MTD3635",1.1015331201,18.43621,291.58621,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4975","MTD3635",1.1250138201,18.577475,291.727475,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4976","MTD3635",1.1383679201,18.87851,292.02851,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4977","MTD3635",1.0879975201,18.765213,291.915213,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4978","MTD3635",1.1148926201,18.718437,291.868437,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4979","MTD3635",1.0829301201,18.859201,292.009201,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4980","MTD3635",1.0813313201,18.577082,291.727082,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4981","MTD3635",1.0544172201,18.68968,291.83968,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4982","MTD3635",0.9922943201,18.548067,291.698067,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4983","MTD3635",1.0643353201,19.253983,292.403983,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4984","MTD3635",0.8929898601,19.167805,292.317805,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4985","MTD3635",0.8930494701,18.960928,292.110928,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4986","MTD3635",0.8107545201,18.856747,292.006747,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4987","MTD3635",0.8612711201,18.462254,291.612254,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4988","MTD3635",0.8982306201,18.47199,291.62199,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4989","MTD3635",1.2288358201,19.772663,292.922663,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4990","MTD3635",1.1768936201,19.283209,292.433209,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4991","MTD3635",1.1886950201,19.142263,292.292263,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4992","MTD3635",1.2122651201,18.973211,292.123211,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4993","MTD3635",1.2409377201,18.587925,291.737925,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4994","MTD3635",1.2679709201,18.06157,291.21157,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4995","MTD3635",1.3905287201,18.372993,291.522993,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4996","MTD3635",1.5685864201,18.487442,291.637442,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4997","MTD3635",1.9452260201,17.45645,290.60645,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4998","MTD3635",1.7784332201,19.062952,292.212952,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"4999","MTD3635",1.8086425201,19.176067,292.326067,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"5000","MTD3635",2.0252639201,19.563566,292.713566,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"5001","MTD3635",1.5244732201,19.982208,293.132208,283.179724,0.0908534201,280.9990014,289.413193,0.65,298.160353,1.3,292.713566
"5002","MTD3636",0.0561323061,-6.267254857,266.882745143,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5003","MTD3636",0.0458763161,-5.776988343,267.373011657,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5004","MTD3636",0.1169477631,-5.8024064,267.3475936,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5005","MTD3636",0.0745847191,-5.510165029,267.639834971,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5006","MTD3636",0.0626912641,-5.2779712,267.8720288,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5007","MTD3636",0.0355566461,-4.985646629,268.164353371,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5008","MTD3636",0.0541418761,-4.856512914,268.293487086,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5009","MTD3636",1.00000001335143e-10,-4.874013257,268.275986743,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5010","MTD3636",0.0692938871,-4.495139657,268.654860343,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5011","MTD3636",0.1065443971,-4.6153664,268.5346336,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5012","MTD3636",0.1047668371,-4.211074743,268.938925257,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5013","MTD3636",0.0894710971,-3.892878903,269.257121097,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5014","MTD3636",0.0758746791,-3.609082514,269.540917486,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5015","MTD3636",0.0910157721,-3.196096366,269.953903634,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5016","MTD3636",0.1521096011,-4.047375543,269.102624457,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5017","MTD3636",0.1774739371,-3.969817234,269.180182766,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5018","MTD3636",0.1570802171,-3.548423589,269.601576411,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5019","MTD3636",0.1977330171,-3.754653257,269.395346743,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5020","MTD3636",0.2654440271,-3.891917166,269.258082834,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5021","MTD3636",0.3026108471,-3.616445257,269.533554743,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5022","MTD3636",0.2669923471,-3.212338651,269.937661349,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5023","MTD3636",0.2264341371,-3.4534208,269.6965792,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5024","MTD3636",0.1908884171,-3.393399771,269.756600229,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5025","MTD3636",0.1942161071,-3.126715063,270.023284937,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5026","MTD3636",0.1975419871,-2.851428206,270.298571794,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5027","MTD3636",0.1518621571,-2.87748416,270.27251584,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5028","MTD3636",0.1146480371,-2.929300389,270.220699611,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5029","MTD3636",0.0807579651,-2.697227886,270.452772114,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5030","MTD3636",0.0519967971,-2.714589257,270.435410743,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5031","MTD3636",0.1704237271,-2.636522606,270.513477394,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5032","MTD3636",0.1974892171,-2.601966171,270.548033829,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5033","MTD3636",0.2211433171,-2.438395886,270.711604114,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5034","MTD3636",0.2736240771,-2.567141486,270.582858514,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5035","MTD3636",0.3379891771,-2.885069074,270.264930926,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5036","MTD3636",0.3633990071,-3.022564297,270.127435703,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5037","MTD3636",0.2634135671,-2.291928137,270.858071863,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5038","MTD3636",0.2464621671,-2.145784229,271.004215771,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5039","MTD3636",0.2464330471,-2.008149943,271.141850057,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5040","MTD3636",0.2938103671,-2.007891017,271.142108983,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5041","MTD3636",0.3496024571,-1.792532389,271.357467611,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5042","MTD3636",0.3021560071,-1.465909943,271.684090057,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5043","MTD3636",0.4104361271,-1.413705143,271.736294857,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5044","MTD3930",1.9379123,10,283.15,283.15,1.9379123,283.15,308.15,0.65,318.15,1.3,308.15
"5045","MTD3930",0.8552576,15,288.15,283.15,1.9379123,283.15,308.15,0.65,318.15,1.3,308.15
"5046","MTD3930",2.0974874,20,293.15,283.15,1.9379123,283.15,308.15,0.65,318.15,1.3,308.15
"5047","MTD3930",1.1612109,25,298.15,283.15,1.9379123,283.15,308.15,0.65,318.15,1.3,308.15
"5048","MTD3930",2.0006983,30,303.15,283.15,1.9379123,283.15,308.15,0.65,318.15,1.3,308.15
"5049","MTD3930",6.1903434,35,308.15,283.15,1.9379123,283.15,308.15,0.65,318.15,1.3,308.15
"5050","MTD3931",0.6381532,10,283.15,283.15,0.6381532,283.15,308.15,0.65,318.15,1.3,308.15
"5051","MTD3931",0.67219293,15,288.15,283.15,0.6381532,283.15,308.15,0.65,318.15,1.3,308.15
"5052","MTD3931",1.2187402,20,293.15,283.15,0.6381532,283.15,308.15,0.65,318.15,1.3,308.15
"5053","MTD3931",1.3808885,25,298.15,283.15,0.6381532,283.15,308.15,0.65,318.15,1.3,308.15
"5054","MTD3931",3.0990865,30,303.15,283.15,0.6381532,283.15,308.15,0.65,318.15,1.3,308.15
"5055","MTD3931",6.0072417,35,308.15,283.15,0.6381532,283.15,308.15,0.65,318.15,1.3,308.15
"5056","MTD3932",0.65375996,10,283.15,283.15,0.65375996,283.15,308.15,0.65,318.15,1.3,308.15
"5057","MTD3932",0.831626,15,288.15,283.15,0.65375996,283.15,308.15,0.65,318.15,1.3,308.15
"5058","MTD3932",0.89965326,20,293.15,283.15,0.65375996,283.15,308.15,0.65,318.15,1.3,308.15
"5059","MTD3932",1.1324388,25,298.15,283.15,0.65375996,283.15,308.15,0.65,318.15,1.3,308.15
"5060","MTD3932",1.4384501,30,303.15,283.15,0.65375996,283.15,308.15,0.65,318.15,1.3,308.15
"5061","MTD3932",2.9709947,35,308.15,283.15,0.65375996,283.15,308.15,0.65,318.15,1.3,308.15
"5062","MTD3933",1.8071415,10,283.15,283.15,1.8071415,283.15,308.15,0.65,318.15,1.3,308.15
"5063","MTD3933",0.831626,15,288.15,283.15,1.8071415,283.15,308.15,0.65,318.15,1.3,308.15
"5064","MTD3933",1.1010244,20,293.15,283.15,1.8071415,283.15,308.15,0.65,318.15,1.3,308.15
"5065","MTD3933",1.2240454,25,298.15,283.15,1.8071415,283.15,308.15,0.65,318.15,1.3,308.15
"5066","MTD3933",1.8411924,30,303.15,283.15,1.8071415,283.15,308.15,0.65,318.15,1.3,308.15
"5067","MTD3933",3.0808334,35,308.15,283.15,1.8071415,283.15,308.15,0.65,318.15,1.3,308.15
"5068","MTD3939",0.00493421,1.5,274.65,282.65,0.25657895,274.65,287.65,0.65,310.65,1.3,305.15
"5069","MTD3939",0.069078945,4,277.15,282.65,0.25657895,274.65,287.65,0.65,310.65,1.3,305.15
"5070","MTD3939",0.12335526,6,279.15,282.65,0.25657895,274.65,287.65,0.65,310.65,1.3,305.15
"5071","MTD3939",0.25657895,9.5,282.65,282.65,0.25657895,274.65,287.65,0.65,310.65,1.3,305.15
"5072","MTD3939",0.35526314,12.5,285.65,282.65,0.25657895,274.65,287.65,0.65,310.65,1.3,305.15
"5073","MTD3939",0.50328946,14.5,287.65,282.65,0.25657895,274.65,287.65,0.65,310.65,1.3,305.15
"5074","MTD3939",0.7006579,18,291.15,282.65,0.25657895,274.65,287.65,0.65,310.65,1.3,305.15
"5075","MTD3939",0.90296054,21,294.15,282.65,0.25657895,274.65,287.65,0.65,310.65,1.3,305.15
"5076","MTD3939",0.94736844,23.5,296.65,282.65,0.25657895,274.65,287.65,0.65,310.65,1.3,305.15
"5077","MTD3939",1.0460526,25.5,298.65,282.65,0.25657895,274.65,287.65,0.65,310.65,1.3,305.15
"5078","MTD3939",1.1398026,29.5,302.65,282.65,0.25657895,274.65,287.65,0.65,310.65,1.3,305.15
"5079","MTD3939",1.1792763,32,305.15,282.65,0.25657895,274.65,287.65,0.65,310.65,1.3,305.15
"5080","MTD3939",1.0756578,35,308.15,282.65,0.25657895,274.65,287.65,0.65,310.65,1.3,305.15
"5081","MTD3939",1.0460526,37.5,310.65,282.65,0.25657895,274.65,287.65,0.65,310.65,1.3,305.15
"5082","MTD3940",0.00493421,1.5,274.65,282.65,0.034539472,274.65,294.15,0.65,310.65,1.3,305.15
"5083","MTD3940",0.009868421,4,277.15,282.65,0.034539472,274.65,294.15,0.65,310.65,1.3,305.15
"5084","MTD3940",0.014802632,6,279.15,282.65,0.034539472,274.65,294.15,0.65,310.65,1.3,305.15
"5085","MTD3940",0.034539472,9.5,282.65,282.65,0.034539472,274.65,294.15,0.65,310.65,1.3,305.15
"5086","MTD3940",0.069078945,12.5,285.65,282.65,0.034539472,274.65,294.15,0.65,310.65,1.3,305.15
"5087","MTD3940",0.08388158,14.5,287.65,282.65,0.034539472,274.65,294.15,0.65,310.65,1.3,305.15
"5088","MTD3940",0.118421055,18,291.15,282.65,0.034539472,274.65,294.15,0.65,310.65,1.3,305.15
"5089","MTD3940",0.14309211,21,294.15,282.65,0.034539472,274.65,294.15,0.65,310.65,1.3,305.15
"5090","MTD3940",0.1924342,23.5,296.65,282.65,0.034539472,274.65,294.15,0.65,310.65,1.3,305.15
"5091","MTD3940",0.1875,25.5,298.65,282.65,0.034539472,274.65,294.15,0.65,310.65,1.3,305.15
"5092","MTD3940",0.2713816,29.5,302.65,282.65,0.034539472,274.65,294.15,0.65,310.65,1.3,305.15
"5093","MTD3940",0.27631578,32,305.15,282.65,0.034539472,274.65,294.15,0.65,310.65,1.3,305.15
"5094","MTD3940",0.26151314,35,308.15,282.65,0.034539472,274.65,294.15,0.65,310.65,1.3,305.15
"5095","MTD3940",0.25657895,37.5,310.65,282.65,0.034539472,274.65,294.15,0.65,310.65,1.3,305.15
"5096","MTD3941",0.00493421,1.5,274.65,282.65,0.019736841,274.65,294.15,0.65,310.65,1.3,308.15
"5097","MTD3941",0.009868421,4,277.15,282.65,0.019736841,274.65,294.15,0.65,310.65,1.3,308.15
"5098","MTD3941",0.009868421,6,279.15,282.65,0.019736841,274.65,294.15,0.65,310.65,1.3,308.15
"5099","MTD3941",0.019736841,9.5,282.65,282.65,0.019736841,274.65,294.15,0.65,310.65,1.3,308.15
"5100","MTD3941",0.024671054,12.5,285.65,282.65,0.019736841,274.65,294.15,0.65,310.65,1.3,308.15
"5101","MTD3941",0.024671054,14.5,287.65,282.65,0.019736841,274.65,294.15,0.65,310.65,1.3,308.15
"5102","MTD3941",0.069078945,18,291.15,282.65,0.019736841,274.65,294.15,0.65,310.65,1.3,308.15
"5103","MTD3941",0.08388158,21,294.15,282.65,0.019736841,274.65,294.15,0.65,310.65,1.3,308.15
"5104","MTD3941",0.108552635,23.5,296.65,282.65,0.019736841,274.65,294.15,0.65,310.65,1.3,308.15
"5105","MTD3941",0.108552635,25.5,298.65,282.65,0.019736841,274.65,294.15,0.65,310.65,1.3,308.15
"5106","MTD3941",0.14802632,29.5,302.65,282.65,0.019736841,274.65,294.15,0.65,310.65,1.3,308.15
"5107","MTD3941",0.16776316,32,305.15,282.65,0.019736841,274.65,294.15,0.65,310.65,1.3,308.15
"5108","MTD3941",0.1875,35,308.15,282.65,0.019736841,274.65,294.15,0.65,310.65,1.3,308.15
"5109","MTD3941",0.15296052,37.5,310.65,282.65,0.019736841,274.65,294.15,0.65,310.65,1.3,308.15
"5110","MTD3942",0.33536586,2.5,275.65,284.15,0.4695122,275.65,309.65,0.65,319.65,1.3,309.65
"5111","MTD3942",0.36585367,4,277.15,284.15,0.4695122,275.65,309.65,0.65,319.65,1.3,309.65
"5112","MTD3942",0.42682928,5.5,278.65,284.15,0.4695122,275.65,309.65,0.65,319.65,1.3,309.65
"5113","MTD3942",0.4390244,8.5,281.65,284.15,0.4695122,275.65,309.65,0.65,319.65,1.3,309.65
"5114","MTD3942",0.4695122,11,284.15,284.15,0.4695122,275.65,309.65,0.65,319.65,1.3,309.65
"5115","MTD3942",0.49390244,12.5,285.65,284.15,0.4695122,275.65,309.65,0.65,319.65,1.3,309.65
"5116","MTD3942",0.5731707,16.5,289.65,284.15,0.4695122,275.65,309.65,0.65,319.65,1.3,309.65
"5117","MTD3942",0.66463417,19.5,292.65,284.15,0.4695122,275.65,309.65,0.65,319.65,1.3,309.65
"5118","MTD3942",0.8414634,22.5,295.65,284.15,0.4695122,275.65,309.65,0.65,319.65,1.3,309.65
"5119","MTD3942",1.1158537,28,301.15,284.15,0.4695122,275.65,309.65,0.65,319.65,1.3,309.65
"5120","MTD3942",1.4878049,31,304.15,284.15,0.4695122,275.65,309.65,0.65,319.65,1.3,309.65
"5121","MTD3942",1.597561,33.5,306.65,284.15,0.4695122,275.65,309.65,0.65,319.65,1.3,309.65
"5122","MTD3942",1.9512196,36.5,309.65,284.15,0.4695122,275.65,309.65,0.65,319.65,1.3,309.65
"5123","MTD3943",0.006097561,2.5,275.65,284.15,0.036585364,275.65,309.65,0.65,319.65,1.3,309.65
"5124","MTD3943",0.006097561,4,277.15,284.15,0.036585364,275.65,309.65,0.65,319.65,1.3,309.65
"5125","MTD3943",0.012195122,5.5,278.65,284.15,0.036585364,275.65,309.65,0.65,319.65,1.3,309.65
"5126","MTD3943",0.024390243,8.5,281.65,284.15,0.036585364,275.65,309.65,0.65,319.65,1.3,309.65
"5127","MTD3943",0.036585364,11,284.15,284.15,0.036585364,275.65,309.65,0.65,319.65,1.3,309.65
"5128","MTD3943",0.042682927,12.5,285.65,284.15,0.036585364,275.65,309.65,0.65,319.65,1.3,309.65
"5129","MTD3943",0.09146342,16.5,289.65,284.15,0.036585364,275.65,309.65,0.65,319.65,1.3,309.65
"5130","MTD3943",0.15243903,19.5,292.65,284.15,0.036585364,275.65,309.65,0.65,319.65,1.3,309.65
"5131","MTD3943",0.18902439,22.5,295.65,284.15,0.036585364,275.65,309.65,0.65,319.65,1.3,309.65
"5132","MTD3943",0.32317072,28,301.15,284.15,0.036585364,275.65,309.65,0.65,319.65,1.3,309.65
"5133","MTD3943",0.36585367,31,304.15,284.15,0.036585364,275.65,309.65,0.65,319.65,1.3,309.65
"5134","MTD3943",0.44512194,33.5,306.65,284.15,0.036585364,275.65,309.65,0.65,319.65,1.3,309.65
"5135","MTD3943",0.5121951,36.5,309.65,284.15,0.036585364,275.65,309.65,0.65,319.65,1.3,309.65
"5136","MTD3636",0.2615850771,-1.646776869,271.503223131,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5137","MTD3636",0.2294088771,-1.517920366,271.632079634,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5138","MTD3636",0.2699961771,-1.41447296,271.73552704,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5139","MTD3636",0.2022906271,-1.303014949,271.846985051,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5140","MTD3636",0.2411931571,-1.23398528,271.91601472,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5141","MTD3636",0.2919618771,-1.268116297,271.881883703,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5142","MTD3636",0.2919181871,-1.061664914,272.088335086,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5143","MTD3636",0.2901915871,-0.898233509,272.251766491,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5144","MTD3636",0.2918545271,-0.76059008,272.38940992,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5145","MTD3636",0.3155104271,-0.605621943,272.544378057,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5146","MTD3636",0.3408911571,-0.605483154,272.544516846,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5147","MTD3636",0.3899241371,-0.433172114,272.716827886,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5148","MTD3636",0.1668231371,-1.612886309,271.537113691,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5149","MTD3636",0.2665411271,-1.079007817,272.070992183,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5150","MTD3636",0.1296344771,-1.7851328,271.3648672,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
"5151","MTD3636",0.1415479471,-2.111949349,271.038050651,283.16144503,0.6838236471,266.882745143,279.659874651,0.65,286.04964617,1.3,282.321200914
